,Vendor,Model,Current_Price,Time,Date
1589,Ippon,Smart Winner II 1500,32490,11.08.2022,12:15:41
1590,Ippon,Smart Winner II 1550 1U,37730,11.08.2022,12:15:41
1591,Ippon,Smart Winner II 3000,47019,11.08.2022,12:15:41
1592,Powercom,IMP-2000AP,12652,11.08.2022,12:15:41
1593,Powercom,KIN-1200AP LCD,19200,11.08.2022,12:15:41
1594,Powercom,KIN-1500AP LCD,22508,11.08.2022,12:15:41
1595,Powercom,MAC-3000,34969,11.08.2022,12:15:41
1596,Powercom,RPT-1000A,4007,11.08.2022,12:15:41
1597,Powercom,RPT-1000AP,4741,11.08.2022,12:15:41
1598,Powercom,RPT-1000AP EURO,5454,11.08.2022,12:15:41
1599,Powercom,RPT-1000A EURO,4090,11.08.2022,12:15:41
1600,Powercom,RPT-2000AP-LCD,11289,11.08.2022,12:15:41
1601,Powercom,RPT-600A,2693,11.08.2022,12:15:41
1602,Powercom,RPT-600AP,3468,11.08.2022,12:15:41
1603,Powercom,RPT-800A EURO,3580,11.08.2022,12:15:41
1604,Powercom,SPD-1000N,5382,11.08.2022,12:15:41
1605,Powercom,SPD-1000N,5117,11.08.2022,12:15:41
1606,Powercom,SPD-450N,3486,11.08.2022,12:15:41
1607,Powercom,SPD-650N,4217,11.08.2022,12:15:41
1608,Powercom,SPD-850N,4800,11.08.2022,12:15:41
1609,Powercom,SPD-900U LCD,6949,11.08.2022,12:15:41
1610,Powercom,SPD-900U LCD USB,7159,11.08.2022,12:15:41
1611,Powercom,SPR-2000 LCD,27252,11.08.2022,12:15:41
1612,Powercom,SPT-1500-II-LCD,15233,11.08.2022,12:15:41
1613,Powercom,WOW-1000U,6524,11.08.2022,12:15:41
1614,Powercom,WOW-300,2967,11.08.2022,12:15:41
1615,Powercom,WOW-500U,4104,11.08.2022,12:15:41
1616,Powercom,WOW-700U,4555,11.08.2022,12:15:41
1617,Sven,Pro 1500,7695,11.08.2022,12:15:41
1618,Sven,Pro 400,2902,11.08.2022,12:15:41
1619,Sven,Pro 600,3550,11.08.2022,12:15:41
1620,Sven,Pro 650,3748,11.08.2022,12:15:41
1621,Sven,Pro 800,3930,11.08.2022,12:15:41
1622,Sven,RT-500,7155,11.08.2022,12:15:41
1623,Sven,UP-L1000E,4692,11.08.2022,12:15:41
1624,APC,BX750MI,10567,11.08.2022,12:15:41
1625,APC,SMC2000I-2U,136259,11.08.2022,12:15:41
1626,APC,SMT1500RMI1U,119040,11.08.2022,12:15:41
1627,APC,SMT750RMI2UNC,104276,11.08.2022,12:15:41
1628,APC,SMX3000HV,182170,11.08.2022,12:15:41
1629,APC,SMX3000HVNC,228426,11.08.2022,12:15:41
1630,APC,SMX3000RMHV2U,216610,11.08.2022,12:15:41
1631,APC,SMX3000RMHV2UNC,248117,11.08.2022,12:15:41
1632,APC,SMX750I,81876,11.08.2022,12:15:41
1633,APC,SRT1000UXI-LI+XBP48RM1U-LI,195566,11.08.2022,12:15:41
1634,APC,SRT2200XLI,193791,11.08.2022,12:15:41
1635,APC,SRT3000XLI,311881,11.08.2022,12:15:41
1636,APC,SRTG15KXLI,1174251,11.08.2022,12:15:41
1637,APC,SUA750RMI1U,54931,11.08.2022,12:15:41
1638,APC,SURT1000XLIM,161085,11.08.2022,12:15:41
1639,CyberPower,BR1000ELCD,10234,11.08.2022,12:15:41
1640,CyberPower,BR1200ELCD,14451,11.08.2022,12:15:41
1641,CyberPower,BS650E,5616,11.08.2022,12:15:41
1642,CyberPower,BS650E NEW,5946,11.08.2022,12:15:41
1643,CyberPower,BS850E,7400,11.08.2022,12:15:41
1644,CyberPower,BS850E NEW,6690,11.08.2022,12:15:41
1645,CyberPower,BU725E,3430,11.08.2022,12:15:41
1646,CyberPower,OL10KERT3UPM,278083,11.08.2022,12:15:41
1647,CyberPower,OL2000ERTXL2U,124549,11.08.2022,12:15:41
1648,CyberPower,OL5KERTHD,239933,11.08.2022,12:15:41
1649,CyberPower,OL6KERT3UPM,221996,11.08.2022,12:15:41
1650,CyberPower,OL6KERTHD,302505,11.08.2022,12:15:41
1651,CyberPower,OLS6000ERT6Ua,184298,11.08.2022,12:15:41
1652,CyberPower,OR600ERM1U,20710,11.08.2022,12:15:41
1653,CyberPower,PR1000ELCDRTXL2U,73999,11.08.2022,12:15:41
1654,CyberPower,PR1500ERTXL2U,80120,11.08.2022,12:15:41
1655,CyberPower,PR6000ELCDRTXL5U,297907,11.08.2022,12:15:41
1656,CyberPower,SMP350EI,6973,11.08.2022,12:15:41
1657,CyberPower,SMP550EI,7914,11.08.2022,12:15:41
1658,CyberPower,UT1100EIG,6250,11.08.2022,12:15:41
1659,CyberPower,UT1500EI,8700,11.08.2022,12:15:41
1660,CyberPower,UT650EG,3261,11.08.2022,12:15:41
1661,CyberPower,UT650EIG,3374,11.08.2022,12:15:41
1662,CyberPower,UT850EG,4286,11.08.2022,12:15:41
1663,CyberPower,UT850EIG,4217,11.08.2022,12:15:41
1664,CyberPower,UTC650EI,2024,11.08.2022,12:15:41
1665,CyberPower,UTI675E,2549,11.08.2022,12:15:41
1666,CyberPower,UTI675EI,2699,11.08.2022,12:15:41
1667,CyberPower,UTI875E,3564,11.08.2022,12:15:41
1668,CyberPower,UTI875EI,3564,11.08.2022,12:15:41
1669,CyberPower,VALUE 1200EILCD,13592,11.08.2022,12:15:41
1670,CyberPower,VALUE 600EI,3640,11.08.2022,12:15:41
1671,CyberPower,VALUE 600EI,3711,11.08.2022,12:15:41
1672,CyberPower,VP1000ELCD,9975,11.08.2022,12:15:41
1673,CyberPower,VP700EILCD,8619,11.08.2022,12:15:41
1674,CyberPower,VP700ELCD,8619,11.08.2022,12:15:41
1675,Delta,AMPLON,108070,11.08.2022,12:15:41
1676,Delta,AMPLON RT,94626,11.08.2022,12:15:41
1677,Delta,Electronics Amplon MX,35040,11.08.2022,12:15:41
1678,Delta,Electronics Amplon RT 10,281636,11.08.2022,12:15:41
1679,Delta,UPS103R2RT2N035,135641,11.08.2022,12:15:41
1680,DKC,INFORPRO2000IN,41419,11.08.2022,12:15:41
1681,DKC,INFORPRO3000IN,51909,11.08.2022,12:15:41
1682,DKC,SMALLC2A10I,33653,11.08.2022,12:15:41
1683,DKC,SMALLC2EXTPI,22140,11.08.2022,12:15:41
1684,DKC,SMALLR1A0PI,32411,11.08.2022,12:15:41
1685,DKC,SMALLR1A5I,34904,11.08.2022,12:15:41
1686,DKC,SMALLR2A0PI,52287,11.08.2022,12:15:41
1687,DKC,SMALLR2A5I,59038,11.08.2022,12:15:41
1688,DKC,SMALLR3A0PI,57208,11.08.2022,12:15:41
1689,DKC,SMALLR3A5I,70192,11.08.2022,12:15:41
1690,DKC,SMALLT1A0PS,26095,11.08.2022,12:15:41
1691,DKC,SMALLT2A0PS,40289,11.08.2022,12:15:41
1692,DKC,SMALLT2A10S,47403,11.08.2022,12:15:41
1693,DKC,SOLOMD10A10,492863,11.08.2022,12:15:41
1694,DKC,SOLOMD5A10,328246,11.08.2022,12:15:41
1695,DKC,SOLOMD6A10,362134,11.08.2022,12:15:41
1696,DKC,TRIOTM10A0P,252385,11.08.2022,12:15:41
1697,DKC,TRIOTM20A0P,396606,11.08.2022,12:15:41
1698,DKC,TRIOTT8A10,684506,11.08.2022,12:15:41
1699,DKC,TRIOXT30A0,849878,11.08.2022,12:15:41
1700,DKC,TRIOXT40A0,874073,11.08.2022,12:15:41
1701,DKC,TRIOXT50A0,1019754,11.08.2022,12:15:41
1702,DKC,TRIOXTG40A0,1049179,11.08.2022,12:15:41
1703,DKC,TRIOXTG50A0,1193445,11.08.2022,12:15:41
1704,Eaton,9SX1500I,52837,11.08.2022,12:15:41
1705,Eaton,9SX700I,31980,11.08.2022,12:15:41
1706,Ippon,Back Basic 1500,10757,11.08.2022,12:15:41
1707,Ippon,Back Basic 650,2410,11.08.2022,12:15:41
1708,Ippon,Back Office 600,3149,11.08.2022,12:15:41
1709,Ippon,Innova G2 Euro 2000,49540,11.08.2022,12:15:41
1710,Ippon,Innova RT 1000,38577,11.08.2022,12:15:41
1711,Ippon,Innova RT II 1000,29722,11.08.2022,12:15:41
1712,Ippon,Innova RT II 1500,36590,11.08.2022,12:15:41
1713,Ippon,Smart Power Pro II 2200,14653,11.08.2022,12:15:41
1714,Ippon,Smart Winner II 1150 1U,22370,11.08.2022,12:15:41
1715,Ippon,Smart Winner II 1500 Euro,28401,11.08.2022,12:15:41
1716,Powercom,IMD-1025AP,9786,11.08.2022,12:15:41
1717,Powercom,IMD-1200AP,11415,11.08.2022,12:15:41
1718,Powercom,IMD-1500AP,14056,11.08.2022,12:15:41
1719,Powercom,IMD-2000AP,16060,11.08.2022,12:15:41
1720,Powercom,IMD-525AP,5398,11.08.2022,12:15:41
1721,Powercom,IMD-625AP,6283,11.08.2022,12:15:41
1722,Powercom,IMD-825AP,8134,11.08.2022,12:15:41
1723,Powercom,IMP-1025AP,10943,11.08.2022,12:15:41
1724,Powercom,IMP-1500AP,13529,11.08.2022,12:15:41
1725,Powercom,IMP-625AP,5566,11.08.2022,12:15:41
1726,Powercom,IMP-825AP,7169,11.08.2022,12:15:41
1727,Powercom,INF-1100,10852,11.08.2022,12:15:41
1728,Powercom,INF-1500,12033,11.08.2022,12:15:41
1729,Powercom,INF-500,8040,11.08.2022,12:15:41
1730,Powercom,INF-800,9503,11.08.2022,12:15:41
1731,Powercom,KIN-1000AP RM,16359,11.08.2022,12:15:41
1732,Powercom,KIN-600AP RM (1U),14914,11.08.2022,12:15:41
1733,Powercom,MAC-1000,20375,11.08.2022,12:15:41
1734,Powercom,MAC-1500,27784,11.08.2022,12:15:41
1735,Powercom,MAC-2000,29857,11.08.2022,12:15:41
1736,Powercom,Macan MRT-3000SE,44434,11.08.2022,12:15:41
1737,Powercom,MRT-2000SE,42122,11.08.2022,12:15:41
1738,Powercom,RPT-1025AP,7517,11.08.2022,12:15:41
1739,Powercom,RPT-1025AP LCD,7907,11.08.2022,12:15:41
1740,Powercom,RPT-1500AP,8547,11.08.2022,12:15:41
1741,Powercom,RPT-1500AP LCD,9502,11.08.2022,12:15:41
1742,Powercom,RPT-2000AP,9782,11.08.2022,12:15:41
1743,Powercom,RPT-600A,2698,11.08.2022,12:15:41
1744,Powercom,RPT-800A,3148,11.08.2022,12:15:41
1745,Powercom,RPT-800AP,3720,11.08.2022,12:15:41
1746,Powercom,SMART KING PRO+,18061,11.08.2022,12:15:41
1747,Powercom,SNT-1000,31404,11.08.2022,12:15:41
1748,Powercom,SNT-1500,34818,11.08.2022,12:15:41
1749,Powercom,SNT-2000,48923,11.08.2022,12:15:41
1750,Powercom,SPD-1000U,7872,11.08.2022,12:15:41
1751,Powercom,SPD-450N,3827,11.08.2022,12:15:41
1752,Powercom,SPD-550U LCD,5511,11.08.2022,12:15:41
1753,Powercom,SPD-550U LCD USB,5622,11.08.2022,12:15:41
1754,Powercom,SPD-650U,6353,11.08.2022,12:15:41
1755,Powercom,SPD-750U LCD,6382,11.08.2022,12:15:41
1756,Powercom,SPD-750U LCD USB,6330,11.08.2022,12:15:41
1757,Powercom,SPR-1000 LCD,17290,11.08.2022,12:15:41
1758,Powercom,SPR-1500 LCD,18820,11.08.2022,12:15:41
1759,Powercom,SPR-3000 LCD,36050,11.08.2022,12:15:41
1760,Powercom,SPT-1000-II-LCD,13530,11.08.2022,12:15:41
1761,Powercom,SPT-2000-II-LCD,18225,11.08.2022,12:15:41
1762,Powercom,SPT-3000-II LCD,25796,11.08.2022,12:15:41
1763,Powercom,SPT-500-II,8496,11.08.2022,12:15:41
1764,Powercom,SPT-700-II,9786,11.08.2022,12:15:41
1765,Powercom,SRT-1000A LCD,24041,11.08.2022,12:15:41
1766,Powercom,SRT-1500A LCD,27870,11.08.2022,12:15:41
1767,Powercom,SRT-2000A LCD,31456,11.08.2022,12:15:41
1768,Powercom,SRT-3000A LCD,39526,11.08.2022,12:15:41
1769,Powercom,VRT-10K,132913,11.08.2022,12:15:41
1770,Powercom,WOW-850U,5792,11.08.2022,12:15:41
1771,Sven,Pro 1000,5760,11.08.2022,12:15:41
1772,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1773,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1774,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1775,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1776,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1777,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1778,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1779,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1780,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1781,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1782,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1783,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1784,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1785,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1786,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1787,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1788,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1789,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1790,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1791,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1792,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1793,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1794,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1795,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1796,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1797,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1798,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1799,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1800,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1801,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1802,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1803,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1804,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1805,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1806,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1807,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1808,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1809,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1810,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1811,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1812,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1813,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1814,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1815,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1816,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
1817,APC,SRT3000RMXLI,314205,11.08.2022,12:15:41
