,Vendor,Model,Current_Price,Time,Date
0,APC,Back-UPS,13775,09.08.2022,15:35:44
1,APC,BR900MI,21388,09.08.2022,15:35:44
2,APC,BVX1600LI-GR,11992,09.08.2022,15:35:44
3,APC,BVX900LI-GR,8565,09.08.2022,15:35:44
4,APC,BX1600MI,19651,09.08.2022,15:35:44
5,APC,BX500CI,6614,09.08.2022,15:35:44
6,APC,BX750MI,10543,09.08.2022,15:35:44
7,APC,BX750MI-GR,11168,09.08.2022,15:35:44
8,APC,BX950MI,14016,09.08.2022,15:35:44
9,APC,SC620I,27796,09.08.2022,15:35:44
10,APC,SMC2000I,73415,09.08.2022,15:35:44
11,APC,SMC3000I,123463,09.08.2022,15:35:44
12,APC,SMC3000RMI2U,156823,09.08.2022,15:35:44
13,APC,SMT1000I,58652,09.08.2022,15:35:44
14,APC,SMT1500I,83500,09.08.2022,15:35:44
15,APC,SMT3000RMI2U,241686,09.08.2022,15:35:44
16,APC,SMX1500RMI2U,118865,09.08.2022,15:35:44
17,APC,SRT1000RMXLI,126885,09.08.2022,15:35:44
18,APC,SRT1000XLI,79355,09.08.2022,15:35:44
19,CyberPower,BR1200ELCD,14418,09.08.2022,15:35:44
20,CyberPower,BR700ELCD,8503,09.08.2022,15:35:44
21,CyberPower,CP900EPFCLCD,13905,09.08.2022,15:35:44
22,CyberPower,OL1000ERTXL2U,91937,09.08.2022,15:35:44
23,CyberPower,OL1500ERTXL2U,98194,09.08.2022,15:35:44
24,CyberPower,OLS1000ERT2UA,47738,09.08.2022,15:35:44
25,CyberPower,OLS2000EC,36161,09.08.2022,15:35:44
26,CyberPower,OLS6000EC,136611,09.08.2022,15:35:44
27,CyberPower,OR1000ELCDRM1U,31304,09.08.2022,15:35:44
28,CyberPower,PLT1000ELCDRT2U,29997,09.08.2022,15:35:44
29,CyberPower,PLT2000ELCDRT2U,40989,09.08.2022,15:35:44
30,CyberPower,PLT3000ELCDRT2U,51202,09.08.2022,15:35:44
31,CyberPower,PR1000ERTXL2U,70069,09.08.2022,15:35:44
32,CyberPower,PR2200ERTXL2U,88638,09.08.2022,15:35:44
33,CyberPower,PR2200ERTXL2UA,118401,09.08.2022,15:35:44
34,CyberPower,PR750ELCD,35949,09.08.2022,15:35:44
35,CyberPower,UTC850EI,4218,09.08.2022,15:35:44
36,CyberPower,VP1000EILCD,8580,09.08.2022,15:35:44
37,CyberPower,VP1200EILCD,14979,09.08.2022,15:35:44
38,CyberPower,VP1200ELCD,16273,09.08.2022,15:35:44
39,CyberPower,VP1600EILCD,16732,09.08.2022,15:35:44
40,DKC,INFO1200S,9048,09.08.2022,15:35:44
41,DKC,INFO600S,4506,09.08.2022,15:35:44
42,DKC,INFO650SI,3277,09.08.2022,15:35:44
43,DKC,INFO800S,5653,09.08.2022,15:35:44
44,DKC,INFOLCD1200I,10414,09.08.2022,15:35:44
45,DKC,INFOLCD1500I,13166,09.08.2022,15:35:44
46,DKC,INFOLCD1500S,13166,09.08.2022,15:35:44
47,DKC,INFOLCD2000SI,16945,09.08.2022,15:35:44
48,DKC,INFOLCD600I,5371,09.08.2022,15:35:44
49,DKC,INFOLCD800I,7024,09.08.2022,15:35:44
50,DKC,INFOPDU600,6396,09.08.2022,15:35:44
51,DKC,INFOPDU800,7150,09.08.2022,15:35:44
52,DKC,INFORPRO1000I,26561,09.08.2022,15:35:44
53,DKC,INFORPRO3000I,51909,09.08.2022,15:35:44
54,DKC,SMALLT3A0PS,44246,09.08.2022,15:35:44
55,Eaton,9E 1000I,26636,09.08.2022,15:35:44
56,Eaton,9SX1000I,37456,09.08.2022,15:35:44
57,Eaton,9SX1000IR,62081,09.08.2022,15:35:44
58,Eaton,9SX2000I,71313,09.08.2022,15:35:44
59,Eaton,9SX2000IR,109120,09.08.2022,15:35:44
60,Eaton,9SX3000I,109245,09.08.2022,15:35:44
61,Eaton,9SX3000IR,140332,09.08.2022,15:35:44
62,Ippon,Back Basic 1050,5090,09.08.2022,15:35:44
63,Ippon,Back Basic 850,3095,09.08.2022,15:35:44
64,Ippon,Back Basic 850S Euro,3915,09.08.2022,15:35:44
65,Ippon,Back Comfo Pro II 1050,10771,09.08.2022,15:35:44
66,Ippon,Back Office 400,2581,09.08.2022,15:35:44
67,Ippon,Back Verso 400,3625,09.08.2022,15:35:44
68,Ippon,Back Verso 600,3955,09.08.2022,15:35:44
69,Ippon,Back Verso 800,4943,09.08.2022,15:35:44
70,Ippon,Innova G2 1000,16381,09.08.2022,15:35:44
71,Ippon,Innova G2 2000,34190,09.08.2022,15:35:44
72,Ippon,Innova RT 1500,43990,09.08.2022,15:35:44
73,Ippon,Innova RT 2000,44620,09.08.2022,15:35:44
74,Ippon,Innova RT 3000,71990,09.08.2022,15:35:44
75,Ippon,Innova RT II 2000,45640,09.08.2022,15:35:44
76,Ippon,Smart Power Pro II 1200 Euro,11590,09.08.2022,15:35:44
77,Ippon,Smart Winner II 1000,22601,09.08.2022,15:35:44
78,Ippon,Smart Winner II 1500 Euro,28336,09.08.2022,15:35:44
79,Ippon,Smart Winner II 1550 1U,37730,09.08.2022,15:35:44
80,Ippon,Smart Winner II 3000,46912,09.08.2022,15:35:44
81,Powercom,IMP-2000AP,13595,09.08.2022,15:35:44
82,Powercom,KIN-1200AP LCD,19970,09.08.2022,15:35:44
83,Powercom,KIN-1500AP LCD,22456,09.08.2022,15:35:44
84,Powercom,MAC-3000,34889,09.08.2022,15:35:44
85,Powercom,Macan MRT-3000SE,44333,09.08.2022,15:35:44
86,Powercom,RPT-1000A,3998,09.08.2022,15:35:44
87,Powercom,RPT-1000AP,4731,09.08.2022,15:35:44
88,Powercom,RPT-1000A EURO,4467,09.08.2022,15:35:44
89,Powercom,RPT-2000AP-LCD,11625,09.08.2022,15:35:44
90,Powercom,RPT-600A,2690,09.08.2022,15:35:44
91,Powercom,RPT-600AP,3460,09.08.2022,15:35:44
92,Powercom,RPT-800A EURO,3572,09.08.2022,15:35:44
93,Powercom,SPD-1000N,5542,09.08.2022,15:35:44
94,Powercom,SPD-1000N,5217,09.08.2022,15:35:44
95,Powercom,SPD-450N,3478,09.08.2022,15:35:44
96,Powercom,SPD-650N,4208,09.08.2022,15:35:44
97,Powercom,SPD-850N,5059,09.08.2022,15:35:44
98,Powercom,SPD-900U LCD,6933,09.08.2022,15:35:44
99,Powercom,SPD-900U LCD USB,7143,09.08.2022,15:35:44
100,Powercom,SPR-2000 LCD,27190,09.08.2022,15:35:44
101,Powercom,SPT-1500-II-LCD,15198,09.08.2022,15:35:44
102,Powercom,WOW-1000U,6509,09.08.2022,15:35:44
103,Powercom,WOW-300,3054,09.08.2022,15:35:44
104,Powercom,WOW-500U,4094,09.08.2022,15:35:44
105,Powercom,WOW-700U,4544,09.08.2022,15:35:44
106,Sven,Pro 1500,7677,09.08.2022,15:35:44
107,Sven,Pro 400,2895,09.08.2022,15:35:44
108,Sven,Pro 600,3542,09.08.2022,15:35:44
109,Sven,Pro 650,3740,09.08.2022,15:35:44
110,Sven,Pro 800,3921,09.08.2022,15:35:44
111,Sven,RT-1000,10654,09.08.2022,15:35:44
112,Sven,RT-500,7155,09.08.2022,15:35:44
113,Sven,UP-L1000E,4682,09.08.2022,15:35:44
114,APC,SC420I,16578,09.08.2022,15:35:44
115,APC,SMC2000I-2U,135948,09.08.2022,15:35:44
116,APC,SMT1500RMI1U,119140,09.08.2022,15:35:44
117,APC,SMT2200RMI2U,186705,09.08.2022,15:35:44
118,APC,SMT750RMI2UNC,103926,09.08.2022,15:35:44
119,APC,SMX3000HV,181849,09.08.2022,15:35:44
120,APC,SMX3000RMHV2UNC,247552,09.08.2022,15:35:44
121,APC,SMX750I,81689,09.08.2022,15:35:44
122,APC,SMX750INC,89111,09.08.2022,15:35:44
123,APC,SRT1000UXI-LI+XBP48RM1U-LI,195121,09.08.2022,15:35:44
124,APC,SRT2200XLI,193349,09.08.2022,15:35:44
125,APC,SRTG15KXLI,1171575,09.08.2022,15:35:44
126,APC,SUA750RMI1U,54931,09.08.2022,15:35:44
127,APC,SURT1000XLIM,160718,09.08.2022,15:35:44
128,CyberPower,BR1000ELCD,10210,09.08.2022,15:35:44
129,CyberPower,BS650E,5610,09.08.2022,15:35:44
130,CyberPower,BS650E NEW,5947,09.08.2022,15:35:44
131,CyberPower,BS850E,7400,09.08.2022,15:35:44
132,CyberPower,BS850E NEW,6675,09.08.2022,15:35:44
133,CyberPower,BU725E,3478,09.08.2022,15:35:44
134,CyberPower,OL10KERT3UPM,277449,09.08.2022,15:35:44
135,CyberPower,OL2000ERTXL2U,124262,09.08.2022,15:35:44
136,CyberPower,OL5KERTHD,239379,09.08.2022,15:35:44
137,CyberPower,OL6KERT3UPM,221483,09.08.2022,15:35:44
138,CyberPower,OL6KERTHD,278180,09.08.2022,15:35:44
139,CyberPower,OLS6000ERT6Ua,183878,09.08.2022,15:35:44
140,CyberPower,OR600ERM1U,20663,09.08.2022,15:35:44
141,CyberPower,PR1000ELCDRTXL2U,73828,09.08.2022,15:35:44
142,CyberPower,PR1500ERTXL2U,80790,09.08.2022,15:35:44
143,CyberPower,PR6000ELCDRTXL5U,297218,09.08.2022,15:35:44
144,CyberPower,SMP350EI,6956,09.08.2022,15:35:44
145,CyberPower,SMP550EI,7906,09.08.2022,15:35:44
146,CyberPower,UT1100EIG,6250,09.08.2022,15:35:44
147,CyberPower,UT1500EI,8700,09.08.2022,15:35:44
148,CyberPower,UT650EG,3254,09.08.2022,15:35:44
149,CyberPower,UT650EIG,3484,09.08.2022,15:35:44
150,CyberPower,UT850EG,4282,09.08.2022,15:35:44
151,CyberPower,UT850EIG,4208,09.08.2022,15:35:44
152,CyberPower,UTC650E,2433,09.08.2022,15:35:44
153,CyberPower,UTC650EI,2290,09.08.2022,15:35:44
154,CyberPower,UTI675E,2544,09.08.2022,15:35:44
155,CyberPower,UTI675EI,2693,09.08.2022,15:35:44
156,CyberPower,UTI875E,3564,09.08.2022,15:35:44
157,CyberPower,UTI875EI,3564,09.08.2022,15:35:44
158,CyberPower,VALUE 1200EILCD,13561,09.08.2022,15:35:44
159,CyberPower,VALUE 600EI,3670,09.08.2022,15:35:44
160,CyberPower,VALUE 600EI,3703,09.08.2022,15:35:44
161,CyberPower,VP1000ELCD,9130,09.08.2022,15:35:44
162,CyberPower,VP700EILCD,8599,09.08.2022,15:35:44
163,CyberPower,VP700ELCD,9110,09.08.2022,15:35:44
164,Delta,AMPLON,107824,09.08.2022,15:35:44
165,Delta,AMPLON RT,102705,09.08.2022,15:35:44
166,Delta,Electronics Amplon MX,34960,09.08.2022,15:35:44
167,Delta,Electronics Amplon RT 10,263437,09.08.2022,15:35:44
168,Delta,Electronics UPS102R2RT2B035,48148,09.08.2022,15:35:44
169,Delta,UPS103R2RT2N035,135332,09.08.2022,15:35:44
170,DKC,SMALLR1A5I,34904,09.08.2022,15:35:44
171,DKC,SMALLR2A5I,59038,09.08.2022,15:35:44
172,DKC,SMALLR3A5I,70192,09.08.2022,15:35:44
173,DKC,SMALLT2A10S,47403,09.08.2022,15:35:44
174,DKC,SOLOMD10A10,492863,09.08.2022,15:35:44
175,DKC,SOLOMD5A10,328246,09.08.2022,15:35:44
176,DKC,SOLOMD6A10,362134,09.08.2022,15:35:44
177,Eaton,9SX1500I,55491,09.08.2022,15:35:44
178,Eaton,9SX700I,31907,09.08.2022,15:35:44
179,Ippon,Back Basic 1500,10733,09.08.2022,15:35:44
180,Ippon,Back Basic 650,2407,09.08.2022,15:35:44
181,Ippon,Back Office 600,3142,09.08.2022,15:35:44
182,Ippon,Back Power Pro II Euro 650,5296,09.08.2022,15:35:44
183,Ippon,Innova RT II 1000,27800,09.08.2022,15:35:44
184,Ippon,Innova RT II 1500,36510,09.08.2022,15:35:44
185,Ippon,Smart Winner II 1150 1U,22320,09.08.2022,15:35:44
186,Ippon,Smart Winner II 2000E,35913,09.08.2022,15:35:44
187,Powercom,IMD-1025AP,9763,09.08.2022,15:35:44
188,Powercom,IMD-1200AP,11501,09.08.2022,15:35:44
189,Powercom,IMD-1500AP,14024,09.08.2022,15:35:44
190,Powercom,IMD-2000AP,16023,09.08.2022,15:35:44
191,Powercom,IMD-3000AP,42763,09.08.2022,15:35:44
192,Powercom,IMD-525AP,5386,09.08.2022,15:35:44
193,Powercom,IMD-625AP,6269,09.08.2022,15:35:44
194,Powercom,IMD-825AP,8115,09.08.2022,15:35:44
195,Powercom,IMP-1025AP,10918,09.08.2022,15:35:44
196,Powercom,IMP-1500AP,13498,09.08.2022,15:35:44
197,Powercom,IMP-3000AP,24534,09.08.2022,15:35:44
198,Powercom,IMP-625AP,5553,09.08.2022,15:35:44
199,Powercom,IMP-825AP,7153,09.08.2022,15:35:44
200,Powercom,INF-1100,10827,09.08.2022,15:35:44
201,Powercom,INF-1500,12118,09.08.2022,15:35:44
202,Powercom,INF-500,8021,09.08.2022,15:35:44
203,Powercom,INF-800,9481,09.08.2022,15:35:44
204,Powercom,KIN-1000AP RM,16322,09.08.2022,15:35:44
205,Powercom,KIN-600AP RM (1U),14880,09.08.2022,15:35:44
206,Powercom,MAC-1000,18840,09.08.2022,15:35:44
207,Powercom,MAC-1500,27721,09.08.2022,15:35:44
208,Powercom,MAC-2000,29789,09.08.2022,15:35:44
209,Powercom,MRT-2000SE,42026,09.08.2022,15:35:44
210,Powercom,RPT-1000AP EURO,5442,09.08.2022,15:35:44
211,Powercom,RPT-1025AP,7500,09.08.2022,15:35:44
212,Powercom,RPT-1500AP,8527,09.08.2022,15:35:44
213,Powercom,RPT-2000AP,9760,09.08.2022,15:35:44
214,Powercom,RPT-600A,2692,09.08.2022,15:35:44
215,Powercom,RPT-800A,3141,09.08.2022,15:35:44
216,Powercom,RPT-800AP,3711,09.08.2022,15:35:44
217,Powercom,SMART KING PRO+,18020,09.08.2022,15:35:44
218,Powercom,SNT-1000,31332,09.08.2022,15:35:44
219,Powercom,SNT-3000,54153,09.08.2022,15:35:44
220,Powercom,SPD-1000U,7739,09.08.2022,15:35:44
221,Powercom,SPD-1100U LCD,8066,09.08.2022,15:35:44
222,Powercom,SPD-450N,3819,09.08.2022,15:35:44
223,Powercom,SPD-550U LCD,5498,09.08.2022,15:35:44
224,Powercom,SPD-550U LCD USB,5609,09.08.2022,15:35:44
225,Powercom,SPD-650U,6338,09.08.2022,15:35:44
226,Powercom,SPD-750U LCD,6368,09.08.2022,15:35:44
227,Powercom,SPD-750U LCD USB,6324,09.08.2022,15:35:44
228,Powercom,SPR-1000 LCD,17280,09.08.2022,15:35:44
229,Powercom,SPR-1500 LCD,18800,09.08.2022,15:35:44
230,Powercom,SPR-3000 LCD,35970,09.08.2022,15:35:44
231,Powercom,SPT-1000-II-LCD,13500,09.08.2022,15:35:44
232,Powercom,SPT-3000-II LCD,28720,09.08.2022,15:35:44
233,Powercom,SPT-500-II,8476,09.08.2022,15:35:44
234,Powercom,SRT-1000A LCD,21262,09.08.2022,15:35:44
235,Powercom,SRT-1500A LCD,27810,09.08.2022,15:35:44
236,Powercom,SRT-2000A LCD,31384,09.08.2022,15:35:44
237,Powercom,SRT-3000A LCD,39435,09.08.2022,15:35:44
238,Powercom,VRT-10K,132610,09.08.2022,15:35:44
239,Sven,Pro 1000,5800,09.08.2022,15:35:44
240,APC,Back-UPS,13775,10.08.2022,15:37:55
241,APC,BR900MI,21388,10.08.2022,15:37:55
242,APC,BVX1600LI-GR,11992,10.08.2022,15:37:55
243,APC,BVX900LI-GR,8565,10.08.2022,15:37:55
244,APC,BX1600MI,19651,10.08.2022,15:37:55
245,APC,BX500CI,6614,10.08.2022,15:37:55
246,APC,BX750MI,10543,10.08.2022,15:37:55
247,APC,BX750MI-GR,11168,10.08.2022,15:37:55
248,APC,BX950MI,14016,10.08.2022,15:37:55
249,APC,SC620I,27796,10.08.2022,15:37:55
250,APC,SMC2000I,73415,10.08.2022,15:37:55
251,APC,SMC3000I,123463,10.08.2022,15:37:55
252,APC,SMC3000RMI2U,156823,10.08.2022,15:37:55
253,APC,SMT1000I,58652,10.08.2022,15:37:55
254,APC,SMT1500I,83500,10.08.2022,15:37:55
255,APC,SMT3000RMI2U,241686,10.08.2022,15:37:55
256,APC,SMX1500RMI2U,118865,10.08.2022,15:37:55
257,APC,SRT1000RMXLI,126885,10.08.2022,15:37:55
258,APC,SRT1000XLI,79355,10.08.2022,15:37:55
259,CyberPower,BR1200ELCD,14418,10.08.2022,15:37:55
260,CyberPower,BR700ELCD,8503,10.08.2022,15:37:55
261,CyberPower,CP900EPFCLCD,13905,10.08.2022,15:37:55
262,CyberPower,OL1000ERTXL2U,91937,10.08.2022,15:37:55
263,CyberPower,OL1500ERTXL2U,98194,10.08.2022,15:37:55
264,CyberPower,OLS1000ERT2UA,47738,10.08.2022,15:37:55
265,CyberPower,OLS2000EC,36161,10.08.2022,15:37:55
266,CyberPower,OLS6000EC,136611,10.08.2022,15:37:55
267,CyberPower,OR1000ELCDRM1U,31304,10.08.2022,15:37:55
268,CyberPower,PLT1000ELCDRT2U,29997,10.08.2022,15:37:55
269,CyberPower,PLT2000ELCDRT2U,40989,10.08.2022,15:37:55
270,CyberPower,PLT3000ELCDRT2U,51202,10.08.2022,15:37:55
271,CyberPower,PR1000ERTXL2U,70069,10.08.2022,15:37:55
272,CyberPower,PR2200ERTXL2U,88638,10.08.2022,15:37:55
273,CyberPower,PR2200ERTXL2UA,118401,10.08.2022,15:37:55
274,CyberPower,PR750ELCD,35949,10.08.2022,15:37:55
275,CyberPower,UTC850EI,4218,10.08.2022,15:37:55
276,CyberPower,VP1000EILCD,8580,10.08.2022,15:37:55
277,CyberPower,VP1200EILCD,14979,10.08.2022,15:37:55
278,CyberPower,VP1200ELCD,16273,10.08.2022,15:37:55
279,CyberPower,VP1600EILCD,16732,10.08.2022,15:37:55
280,DKC,INFO1200S,9048,10.08.2022,15:37:55
281,DKC,INFO600S,4506,10.08.2022,15:37:55
282,DKC,INFO650SI,3277,10.08.2022,15:37:55
283,DKC,INFO800S,5653,10.08.2022,15:37:55
284,DKC,INFOLCD1200I,10414,10.08.2022,15:37:55
285,DKC,INFOLCD1500I,13166,10.08.2022,15:37:55
286,DKC,INFOLCD1500S,13166,10.08.2022,15:37:55
287,DKC,INFOLCD2000SI,16945,10.08.2022,15:37:55
288,DKC,INFOLCD600I,5371,10.08.2022,15:37:55
289,DKC,INFOLCD800I,7024,10.08.2022,15:37:55
290,DKC,INFOPDU600,6396,10.08.2022,15:37:55
291,DKC,INFOPDU800,7150,10.08.2022,15:37:55
292,DKC,INFORPRO1000I,26561,10.08.2022,15:37:55
293,DKC,INFORPRO3000I,51909,10.08.2022,15:37:55
294,DKC,SMALLT3A0PS,44246,10.08.2022,15:37:55
295,Eaton,9E 1000I,26636,10.08.2022,15:37:55
296,Eaton,9SX1000I,37456,10.08.2022,15:37:55
297,Eaton,9SX1000IR,62081,10.08.2022,15:37:55
298,Eaton,9SX2000I,71313,10.08.2022,15:37:55
299,Eaton,9SX2000IR,109120,10.08.2022,15:37:55
300,Eaton,9SX3000I,109245,10.08.2022,15:37:55
301,Eaton,9SX3000IR,140332,10.08.2022,15:37:55
302,Ippon,Back Basic 1050,5090,10.08.2022,15:37:55
303,Ippon,Back Basic 850,3095,10.08.2022,15:37:55
304,Ippon,Back Basic 850S Euro,3915,10.08.2022,15:37:55
305,Ippon,Back Comfo Pro II 1050,10771,10.08.2022,15:37:55
306,Ippon,Back Office 400,2581,10.08.2022,15:37:55
307,Ippon,Back Verso 400,3625,10.08.2022,15:37:55
308,Ippon,Back Verso 600,3955,10.08.2022,15:37:55
309,Ippon,Back Verso 800,4943,10.08.2022,15:37:55
310,Ippon,Innova G2 1000,16381,10.08.2022,15:37:55
311,Ippon,Innova G2 2000,34190,10.08.2022,15:37:55
312,Ippon,Innova RT 1500,43990,10.08.2022,15:37:55
313,Ippon,Innova RT 2000,44620,10.08.2022,15:37:55
314,Ippon,Innova RT 3000,71990,10.08.2022,15:37:55
315,Ippon,Innova RT II 2000,45640,10.08.2022,15:37:55
316,Ippon,Smart Power Pro II 1200 Euro,11590,10.08.2022,15:37:55
317,Ippon,Smart Winner II 1000,22601,10.08.2022,15:37:55
318,Ippon,Smart Winner II 1500 Euro,28336,10.08.2022,15:37:55
319,Ippon,Smart Winner II 1550 1U,37730,10.08.2022,15:37:55
320,Ippon,Smart Winner II 3000,46912,10.08.2022,15:37:55
321,Powercom,IMP-2000AP,13595,10.08.2022,15:37:55
322,Powercom,KIN-1200AP LCD,19970,10.08.2022,15:37:55
323,Powercom,KIN-1500AP LCD,22456,10.08.2022,15:37:55
324,Powercom,MAC-3000,34889,10.08.2022,15:37:55
325,Powercom,Macan MRT-3000SE,44333,10.08.2022,15:37:55
326,Powercom,RPT-1000A,3998,10.08.2022,15:37:55
327,Powercom,RPT-1000AP,4731,10.08.2022,15:37:55
328,Powercom,RPT-1000A EURO,4467,10.08.2022,15:37:55
329,Powercom,RPT-2000AP-LCD,11625,10.08.2022,15:37:55
330,Powercom,RPT-600A,2690,10.08.2022,15:37:55
331,Powercom,RPT-600AP,3460,10.08.2022,15:37:55
332,Powercom,RPT-800A EURO,3572,10.08.2022,15:37:55
333,Powercom,SPD-1000N,5542,10.08.2022,15:37:55
334,Powercom,SPD-1000N,5217,10.08.2022,15:37:55
335,Powercom,SPD-450N,3478,10.08.2022,15:37:55
336,Powercom,SPD-650N,4208,10.08.2022,15:37:55
337,Powercom,SPD-850N,5059,10.08.2022,15:37:55
338,Powercom,SPD-900U LCD,6933,10.08.2022,15:37:55
339,Powercom,SPD-900U LCD USB,7143,10.08.2022,15:37:55
340,Powercom,SPR-2000 LCD,27190,10.08.2022,15:37:55
341,Powercom,SPT-1500-II-LCD,15198,10.08.2022,15:37:55
342,Powercom,WOW-1000U,6509,10.08.2022,15:37:55
343,Powercom,WOW-300,3054,10.08.2022,15:37:55
344,Powercom,WOW-500U,4094,10.08.2022,15:37:55
345,Powercom,WOW-700U,4544,10.08.2022,15:37:55
346,Sven,Pro 1500,7677,10.08.2022,15:37:55
347,Sven,Pro 400,2895,10.08.2022,15:37:55
348,Sven,Pro 600,3542,10.08.2022,15:37:55
349,Sven,Pro 650,3740,10.08.2022,15:37:55
350,Sven,Pro 800,3921,10.08.2022,15:37:55
351,Sven,RT-1000,10654,10.08.2022,15:37:55
352,Sven,RT-500,7155,10.08.2022,15:37:55
353,Sven,UP-L1000E,4682,10.08.2022,15:37:55
354,APC,SC420I,16578,10.08.2022,15:37:55
355,APC,SMC2000I-2U,135948,10.08.2022,15:37:55
356,APC,SMT1500RMI1U,119140,10.08.2022,15:37:55
357,APC,SMT2200RMI2U,186705,10.08.2022,15:37:55
358,APC,SMT750RMI2UNC,103926,10.08.2022,15:37:55
359,APC,SMX3000HV,181849,10.08.2022,15:37:55
360,APC,SMX3000RMHV2UNC,247552,10.08.2022,15:37:55
361,APC,SMX750I,81689,10.08.2022,15:37:55
362,APC,SMX750INC,89111,10.08.2022,15:37:55
363,APC,SRT1000UXI-LI+XBP48RM1U-LI,195121,10.08.2022,15:37:55
364,APC,SRT2200XLI,193349,10.08.2022,15:37:55
365,APC,SRTG15KXLI,1171575,10.08.2022,15:37:55
366,APC,SUA750RMI1U,54931,10.08.2022,15:37:55
367,APC,SURT1000XLIM,160718,10.08.2022,15:37:55
368,CyberPower,BR1000ELCD,10210,10.08.2022,15:37:55
369,CyberPower,BS650E,5610,10.08.2022,15:37:55
370,CyberPower,BS650E NEW,5947,10.08.2022,15:37:55
371,CyberPower,BS850E,7400,10.08.2022,15:37:55
372,CyberPower,BS850E NEW,6675,10.08.2022,15:37:55
373,CyberPower,BU725E,3478,10.08.2022,15:37:55
374,CyberPower,OL10KERT3UPM,277449,10.08.2022,15:37:55
375,CyberPower,OL2000ERTXL2U,124262,10.08.2022,15:37:55
376,CyberPower,OL5KERTHD,239379,10.08.2022,15:37:55
377,CyberPower,OL6KERT3UPM,221483,10.08.2022,15:37:55
378,CyberPower,OL6KERTHD,278180,10.08.2022,15:37:55
379,CyberPower,OLS6000ERT6Ua,183878,10.08.2022,15:37:55
380,CyberPower,OR600ERM1U,20663,10.08.2022,15:37:55
381,CyberPower,PR1000ELCDRTXL2U,73828,10.08.2022,15:37:55
382,CyberPower,PR1500ERTXL2U,80790,10.08.2022,15:37:55
383,CyberPower,PR6000ELCDRTXL5U,297218,10.08.2022,15:37:55
384,CyberPower,SMP350EI,6956,10.08.2022,15:37:55
385,CyberPower,SMP550EI,7906,10.08.2022,15:37:55
386,CyberPower,UT1100EIG,6250,10.08.2022,15:37:55
387,CyberPower,UT1500EI,8700,10.08.2022,15:37:55
388,CyberPower,UT650EG,3254,10.08.2022,15:37:55
389,CyberPower,UT650EIG,3484,10.08.2022,15:37:55
390,CyberPower,UT850EG,4282,10.08.2022,15:37:55
391,CyberPower,UT850EIG,4208,10.08.2022,15:37:55
392,CyberPower,UTC650E,2433,10.08.2022,15:37:55
393,CyberPower,UTC650EI,2290,10.08.2022,15:37:55
394,CyberPower,UTI675E,2544,10.08.2022,15:37:55
395,CyberPower,UTI675EI,2693,10.08.2022,15:37:55
396,CyberPower,UTI875E,3564,10.08.2022,15:37:55
397,CyberPower,UTI875EI,3564,10.08.2022,15:37:55
398,CyberPower,VALUE 1200EILCD,13561,10.08.2022,15:37:55
399,CyberPower,VALUE 600EI,3670,10.08.2022,15:37:55
400,CyberPower,VALUE 600EI,3703,10.08.2022,15:37:55
401,CyberPower,VP1000ELCD,9130,10.08.2022,15:37:55
402,CyberPower,VP700EILCD,8599,10.08.2022,15:37:55
403,CyberPower,VP700ELCD,9110,10.08.2022,15:37:55
404,Delta,AMPLON,107824,10.08.2022,15:37:55
405,Delta,AMPLON RT,102705,10.08.2022,15:37:55
406,Delta,Electronics Amplon MX,34960,10.08.2022,15:37:55
407,Delta,Electronics Amplon RT 10,263437,10.08.2022,15:37:55
408,Delta,Electronics UPS102R2RT2B035,48148,10.08.2022,15:37:55
409,Delta,UPS103R2RT2N035,135332,10.08.2022,15:37:55
410,DKC,SMALLR1A5I,34904,10.08.2022,15:37:55
411,DKC,SMALLR2A5I,59038,10.08.2022,15:37:55
412,DKC,SMALLR3A5I,70192,10.08.2022,15:37:55
413,DKC,SMALLT2A10S,47403,10.08.2022,15:37:55
414,DKC,SOLOMD10A10,492863,10.08.2022,15:37:55
415,DKC,SOLOMD5A10,328246,10.08.2022,15:37:55
416,DKC,SOLOMD6A10,362134,10.08.2022,15:37:55
417,Eaton,9SX1500I,55491,10.08.2022,15:37:55
418,Eaton,9SX700I,31907,10.08.2022,15:37:55
419,Ippon,Back Basic 1500,10733,10.08.2022,15:37:55
420,Ippon,Back Basic 650,2407,10.08.2022,15:37:55
421,Ippon,Back Office 600,3142,10.08.2022,15:37:55
422,Ippon,Back Power Pro II Euro 650,5296,10.08.2022,15:37:55
423,Ippon,Innova RT II 1000,27800,10.08.2022,15:37:55
424,Ippon,Innova RT II 1500,36510,10.08.2022,15:37:55
425,Ippon,Smart Winner II 1150 1U,22320,10.08.2022,15:37:55
426,Ippon,Smart Winner II 2000E,35913,10.08.2022,15:37:55
427,Powercom,IMD-1025AP,9763,10.08.2022,15:37:55
428,Powercom,IMD-1200AP,11501,10.08.2022,15:37:55
429,Powercom,IMD-1500AP,14024,10.08.2022,15:37:55
430,Powercom,IMD-2000AP,16023,10.08.2022,15:37:55
431,Powercom,IMD-3000AP,42763,10.08.2022,15:37:55
432,Powercom,IMD-525AP,5386,10.08.2022,15:37:55
433,Powercom,IMD-625AP,6269,10.08.2022,15:37:55
434,Powercom,IMD-825AP,8115,10.08.2022,15:37:55
435,Powercom,IMP-1025AP,10918,10.08.2022,15:37:55
436,Powercom,IMP-1500AP,13498,10.08.2022,15:37:55
